ID,Probe_Id,Definition,Ontology_Component,Ontology_Process,Ontology_Function,Chromosome,Probe_Coordinates,Cytoband,Probe_Chr_Orientation,RefSeq_ID,Entrez_Gene_ID,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
EMCN,ILMN_1685917,"Homo sapiens endomucin (EMCN), mRNA.",plasma membrane [goid 5886] [pmid 11418125] [evidence IDA]; integral to membrane [goid 16021] [evidence IEA]; external side of plasma membrane [goid 9897] [pmid 15249540] [evidence IC ]; membrane [goid 16020] [evidence IEA],angiogenesis [goid 1525] [pmid 11594763] [evidence IEP]; cell-cell adhesion [goid 16337] [pmid 15249540] [evidence IDA]; regulation of cell adhesion [goid 30155] [pmid 11418125] [evidence IMP],carbohydrate binding [goid 30246] [pmid 15249540] [evidence IDA],4,101556132-101556139:101557297-101557321:101561462-101561478,4q23c,-,NM_016242.2,51705,EMCN,-3.2475999071545685,7.172959399952421,-22.325764241004322,2.4203762260967067e-44,1.0252397992498768e-41,90.52996499666592
SYT15,ILMN_1747160,"Homo sapiens synaptotagmin XV (SYT15), transcript variant b, mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA]; membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],,,10,46375519-46375568,10q11.22a,-,NM_181519.2,83849,SYT15,-1.491274645756727,6.950968322440428,-22.231277532521936,3.6382919408010895e-44,1.508342946095941e-41,90.12480204366456
CYYR1,ILMN_1812902,"Homo sapiens cysteine/tyrosine-rich 1 (CYYR1), mRNA.",integral to membrane [goid 16021] [evidence NAS],biological process unknown [goid 4] [evidence ND ],molecular function unknown [goid 5554] [evidence ND ],21,26760663-26760712,21q21.3a,-,NM_052954.2,116159,CYYR1,-2.750584386297101,8.395542147701448,-22.218685976072376,3.8416873968560433e-44,1.55948497766125e-41,90.07072669926792
CRYAB,ILMN_1729216,"Homo sapiens crystallin, alpha B (CRYAB), mRNA.",nucleus [goid 5634] [evidence NR ]; cytoplasm [goid 5737] [pmid 11256614] [evidence IDA],visual perception [goid 7601] [evidence NR ]; muscle contraction [goid 6936] [pmid 9731540] [evidence TAS]; protein folding [goid 6457] [pmid 9731540] [evidence NAS]; transmembrane receptor protein tyrosine kinase signaling pathway [goid 7169] [pmid 15609325] [evidence NAS],structural constituent of eye lens [goid 5212] [evidence IEA]; unfolded protein binding [goid 51082] [evidence NR ],11,111284752-111284801,11q23.1b,-,NM_001885.1,1410,CRYAB,-2.8694053889751094,9.06161910900145,-22.12563126320082,5.746039142166888e-44,2.2849300547984047e-41,89.67049596881483
CRBN,ILMN_1668582,"Homo sapiens cereblon (CRBN), mRNA.",,ATP-dependent proteolysis [goid 6510] [evidence IEA]; ATP-dependent proteolysis [goid 6510] [evidence IEA],ATP-dependent peptidase activity [goid 4176] [evidence IEA]; ATP-dependent peptidase activity [goid 4176] [evidence IEA],3,3167694-3167729:3169140-3169153,3p26.3a,-,NM_016302.2,51185,CRBN,-1.269425707709832,9.438298283829452,-22.11881621333331,5.918226067069298e-44,2.3063326983369054e-41,89.64114264305478
RECK,ILMN_1688630,"Homo sapiens reversion-inducing-cysteine-rich protein with kazal motifs (RECK), mRNA.",membrane fraction [goid 5624] [pmid 9789069] [evidence TAS]; membrane [goid 16020] [evidence IEA]; membrane fraction [goid 5624] [pmid 9789069] [evidence TAS]; membrane [goid 16020] [evidence IEA],cell cycle [goid 7049] [evidence IEA]; cell cycle [goid 7049] [evidence IEA],metalloendopeptidase inhibitor activity [goid 8191] [pmid 9789069] [evidence TAS]; serine-type endopeptidase inhibitor activity [goid 4867] [evidence IEA]; GPI anchor binding [goid 48503] [evidence IEA]; metalloendopeptidase inhibitor activity [goid 8191] [pmid 9789069] [evidence TAS]; serine-type endopeptidase inhibitor activity [goid 4867] [evidence IEA]; GPI anchor binding [goid 48503] [evidence IEA],9,36113685-36113734,9p13.3a,+,NM_021111.1,8434,RECK,-2.1243426100605065,7.202752306553851,-22.086133282950257,6.818994332667813e-44,2.6052569523927907e-41,89.50029388836043
CDH5,ILMN_1719236,"Homo sapiens cadherin 5, type 2, VE-cadherin (vascular epithelium) (CDH5), mRNA.",membrane fraction [goid 5624] [pmid 9219219] [evidence TAS]; membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA]; plasma membrane [goid 5886] [pmid 9219219] [evidence TAS],homophilic cell adhesion [goid 7156] [pmid 9219219] [evidence TAS]; cell adhesion [goid 7155] [evidence IEA],calcium ion binding [goid 5509] [evidence IEA]; protein binding [goid 5515] [evidence IEA],16,64995823-64995872,16q21e,+,NM_001795.2,1003,CDH5,-2.7689428329880155,9.862925471364639,-22.047738210741908,8.055156699351413e-44,3.018360159362736e-41,89.33466118619975
TM6SF1,ILMN_1750961,"Homo sapiens transmembrane 6 superfamily member 1 (TM6SF1), mRNA.",integral to membrane [goid 16021] [evidence IEA]; membrane [goid 16020] [evidence NAS],,,15,81587223-81587233:81596237-81596275,15q25.2b,+,NM_023003.1,53346,TM6SF1,-2.0864606208610077,7.24373600755038,-22.022814898915424,8.975982473534087e-44,3.299943745222862e-41,89.2270476284213
PI16,ILMN_1766264,"Homo sapiens peptidase inhibitor 16 (PI16), mRNA.",extracellular region [goid 5576] [evidence IEA],,,6,37040423-37040472,6p21.2c,+,NM_153370.2,221476,PI16,-3.9638318524357983,7.284278161790692,-21.954630298123675,1.2074006131969333e-43,4.356703879285601e-41,88.93225137401663
GDF10,ILMN_1678191,"Homo sapiens growth differentiation factor 10 (GDF10), mRNA.",extracellular space [goid 5615] [evidence IEA]; extracellular region [goid 5576] [evidence IEA],skeletal development [goid 1501] [pmid 8670277] [evidence TAS]; transforming growth factor beta receptor signaling pathway [goid 7179] [pmid 8679252] [evidence TAS],cytokine activity [goid 5125] [evidence IEA]; growth factor activity [goid 8083] [pmid 8679252] [evidence TAS],10,48046174-48046223,10q11.22b,-,NM_004962.2,2662,GDF10,-3.1275587450219717,6.9701065388128525,-21.81657940197551,2.2045107357979213e-43,7.809980306731363e-41,88.33363723791462
HBA1,ILMN_1667796,"Homo sapiens hemoglobin, alpha 1 (HBA1), mRNA.",hemoglobin complex [goid 5833] [evidence IEA],transport [goid 6810] [evidence IEA]; oxygen transport [goid 15671] [evidence IEA],heme binding [goid 20037] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA]; oxygen transporter activity [goid 5344] [evidence IEA]; iron ion binding [goid 5506] [evidence IEA]; oxygen binding [goid 19825] [evidence IEA],16,167363-167410:167411-167412,16p13.3f,+,NM_000558.3,3039,HBA1,-3.900423188428576,13.01669659726054,-21.799928746398223,2.3709111473607747e-43,8.249500661843695e-41,88.26127823373618
HIGD1B,ILMN_1675936,"Homo sapiens HIG1 domain family, member 1B (HIGD1B), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],,,17,40282207-40282256,17q21.31d,+,NM_016438.2,51751,HIGD1B,-3.2406535835838497,8.761646155528462,-21.785869989880965,2.5212171263039245e-43,8.618581702812627e-41,88.2001562501248
C1orf162,ILMN_1754894,"Homo sapiens chromosome 1 open reading frame 162 (C1orf162), mRNA.",,,,1,111822501-111822550,1p13.2d,+,NM_174896.2,128346,C1orf162,-2.2080239773263663,11.146276578262441,-21.77699930441068,2.620953912479637e-43,8.8050494801147805e-41,88.16157742170266
WNT3A,ILMN_1815700,"Homo sapiens wingless-type MMTV integration site family, member 3A (WNT3A), mRNA.",extracellular region [goid 5576] [evidence NAS]; extracellular matrix (sensu Metazoa) [goid 5578] [evidence IEA],morphogenesis [goid 9653] [evidence NAS]; cell-cell signaling [goid 7267] [evidence NAS]; development [goid 7275] [evidence IEA]; frizzled-2 signaling pathway [goid 7223] [evidence IEA],extracellular matrix structural constituent [goid 5201] [evidence NAS]; signal transducer activity [goid 4871] [evidence IEA],1,226315482-226315531,1q42.13b,+,NM_033131.2,89780,WNT3A,-3.719850965206481,7.123814198522731,-21.74263064727354,3.046343849982524e-43,1.006067964693381e-40,88.01201554173032
COX7A1,ILMN_1662419,"Homo sapiens cytochrome c oxidase subunit VIIa polypeptide 1 (muscle) (COX7A1), mRNA.",membrane [goid 16020] [evidence IEA]; mitochondrion [goid 5739] [pmid 9344674] [evidence TAS]; integral to membrane [goid 16021] [evidence IEA]; mitochondrial electron transport chain [goid 5746] [evidence IEA],electron transport [goid 6118] [evidence IEA],electron carrier activity [goid 9055] [evidence IEA]; cytochrome-c oxidase activity [goid 4129] [pmid 1327965] [evidence TAS],19,41334414-41334463,19q13.12b,-,NM_001864.2,1346,COX7A1,-2.4643155867754594,9.877660064091211,-21.646289912330754,4.647416540610801e-43,1.5092485215633577e-40,87.59199183419268
MFNG,ILMN_1764577,"Homo sapiens MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase (MFNG), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA]; extracellular space [goid 5615] [pmid 9187150] [evidence TAS],pattern specification [goid 7389] [pmid 9207795] [evidence TAS],"transferase activity, transferring glycosyl groups [goid 16757] [evidence IEA]",22,36195146-36195195,22q13.1a,-,NM_002405.2,4242,MFNG,-1.8704120509634627,9.594311927142753,-21.586058222673174,6.055381979237236e-43,1.934247833859632e-40,87.32881161436846
CHMP4B,ILMN_1771233,"Homo sapiens chromatin modifying protein 4B (CHMP4B), mRNA.",,protein transport [goid 15031] [evidence IEA],,20,31905553-31905602,20q11.22a,+,NM_176812.3,128866,CHMP4B,1.9404560979783234,9.555884337677428,21.576581343915535,6.313092100704478e-43,1.9589661116412445e-40,87.28736178677369
HBA2,ILMN_2127842,"Homo sapiens hemoglobin, alpha 2 (HBA2), mRNA.",,,,16,163658-163707,16p13.3f,+,NM_000517.3,3040,HBA2,-4.054342322866031,12.441615419045007,-21.575835398428435,6.33383962193474e-43,1.9589661116412445e-40,87.28409870891538
ADAMTS8,ILMN_1672403,"Homo sapiens ADAM metallopeptidase with thrombospondin type 1 motif, 8 (ADAMTS8), mRNA.",extracellular matrix (sensu Metazoa) [goid 5578] [evidence IEA]; extracellular matrix [goid 31012] [evidence IEA],negative regulation of cell proliferation [goid 8285] [pmid 10438512] [evidence TAS],metal ion binding [goid 46872] [evidence IEA]; low affinity phosphate transporter activity [goid 9673] [pmid 10610729] [evidence TAS]; heparin binding [goid 8201] [evidence IEA]; metalloendopeptidase activity [goid 4222] [evidence IEA]; integrin binding [goid 5178] [pmid 10438512] [evidence TAS]; zinc ion binding [goid 8270] [evidence IEA],11,129780216-129780265,11q24.3c,-,NM_007037.3,11095,ADAMTS8,-2.7868906230521144,7.18176785290388,-21.568305538637144,6.547154256042976e-43,1.9933015731093342e-40,87.25115608493915
PTPRB,ILMN_1672102,"Homo sapiens protein tyrosine phosphatase, receptor type, B (PTPRB), mRNA.",membrane [goid 16020] [evidence IEA]; integral to plasma membrane [goid 5887] [pmid 2170109] [evidence TAS]; membrane fraction [goid 5624] [evidence NR ],protein amino acid dephosphorylation [goid 6470] [pmid 2170109] [evidence TAS]; phosphate metabolism [goid 6796] [pmid 2170109] [evidence TAS],transmembrane receptor protein tyrosine phosphatase activity [goid 5001] [pmid 2170109] [evidence TAS]; protein tyrosine phosphatase activity [goid 4725] [evidence IEA]; hydrolase activity [goid 16787] [evidence IEA],12,69204636-69204638:69212082-69212128,12q15d,-,NM_002837.2,5787,PTPRB,-2.7270935046428706,7.745399094825584,-21.438953815218174,1.1578248021475738e-42,3.47080250305315e-40,86.68415184964367
C9orf19,ILMN_1652631,"Homo sapiens chromosome 9 open reading frame 19 (C9orf19), mRNA.",membrane [goid 16020] [evidence IEA]; extracellular region [goid 5576] [evidence IEA],,,9,36153798-36153847,9p13.3a,+,NM_022343.2,152007,C9orf19,-2.0639613760896562,11.74851843722493,-21.330094993929034,1.8736815156781172e-42,5.531618838331533e-40,86.2053639610867
SCARA5,ILMN_1751062,"Homo sapiens scavenger receptor class A, member 5 (putative) (SCARA5), mRNA.",membrane [goid 16020] [evidence IEA]; cytoplasm [goid 5737] [evidence IEA],phosphate transport [goid 6817] [evidence IEA],scavenger receptor activity [goid 5044] [evidence IEA]; receptor activity [goid 4872] [evidence IEA],8,27783863-27783912,8p21.1e-p21.1d,-,NM_173833.3,286133,SCARA5,-3.4997166737451746,7.090265104577541,-21.276037382877504,2.3809066129820656e-42,6.924173933426201e-40,85.96705635453482
CFD,ILMN_1777190,"Homo sapiens complement factor D (adipsin) (CFD), mRNA.",,"complement activation, alternative pathway [goid 6957] [evidence IEA]; innate immune response [goid 45087] [evidence IEA]",complement factor D activity [goid 3817] [pmid 1374388] [evidence TAS]; peptidase activity [goid 8233] [evidence IEA],19,814271-814320,19p13.3i,+,NM_001928.2,1675,CFD,-2.991613114879531,12.182217725791922,-21.25547909033222,2.6082695406993588e-42,7.473842941253973e-40,85.87633142783743
STX1A,ILMN_1760160,"Homo sapiens syntaxin 1A (brain) (STX1A), mRNA.",integral to membrane [goid 16021] [evidence IEA]; membrane [goid 16020] [evidence IEA],neurotransmitter transport [goid 6836] [evidence IEA]; regulation of insulin secretion [goid 50796] [pmid 15537656] [evidence TAS]; intracellular protein transport [goid 6886] [evidence IEA]; exocytosis [goid 6887] [evidence NR ],protein transporter activity [goid 8565] [evidence IEA]; protein binding [goid 5515] [pmid 10321247] [evidence IPI],7,72751878-72751927,7q11.23b,-,NM_004603.1,6804,STX1A,2.5765382596330024,7.194323894646179,21.037270239057413,6.889223869702362e-42,1.9454569145094276e-39,84.91010495180632
SRPX,ILMN_1709486,"Homo sapiens sushi-repeat-containing protein, X-linked (SRPX), mRNA.",membrane [goid 16020] [pmid 8634708] [evidence TAS]; cell surface [goid 9986] [pmid 12493773] [evidence IEP],cell adhesion [goid 7155] [evidence IEA],protein binding [goid 5515] [evidence IEA],X,37893885-37893907:37893908-37893934,Xp11.4e,-,NM_006307.2,8406,SRPX,-3.06686454595632,8.934257158958577,-20.995511709733126,8.302017040938309e-42,2.3109257434668992e-39,84.72451844444241
SPARCL1,ILMN_1795251,"Homo sapiens SPARC-like 1 (mast9, hevin) (SPARCL1), mRNA.",extracellular matrix (sensu Metazoa) [goid 5578] [evidence IEA],,calcium ion binding [goid 5509] [evidence IEA],4,88619685-88619734,4q22.1a,-,NM_004684.2,8404,SPARCL1,-2.6790971362918015,11.698086371948179,-20.85910123584842,1.529245972384497e-41,4.196810953790412e-39,84.1167456609668
GRK5,ILMN_1728830,"Homo sapiens G protein-coupled receptor kinase 5 (GRK5), mRNA.",soluble fraction [goid 5625] [pmid 7685906] [evidence TAS]; cytoplasm [goid 5737] [pmid 7685906] [evidence TAS],"signal transduction [goid 7165] [evidence IEA]; G-protein signaling, coupled to cAMP nucleotide second messenger [goid 7188] [pmid 8626574] [evidence TAS]; protein amino acid phosphorylation [goid 6468] [evidence IEA]; regulation of G-protein coupled receptor protein signaling pathway [goid 8277] [pmid 8288567] [evidence TAS]",nucleotide binding [goid 166] [evidence IEA]; signal transducer activity [goid 4871] [evidence IEA]; phospholipid binding [goid 5543] [pmid 9813065] [evidence TAS]; G-protein coupled receptor kinase activity [goid 4703] [evidence IEA]; transferase activity [goid 16740] [evidence IEA]; ATP binding [goid 5524] [evidence IEA]; protein kinase C binding [goid 5080] [pmid 9813065] [evidence TAS]; protein-tyrosine kinase activity [goid 4713] [evidence IEA],10,121204611-121204660,10q26.11c-q26.11d,+,NM_005308.2,2869,GRK5,-2.124421812908647,8.326299084777311,-20.812643852919773,1.8838949458965137e-41,5.0982906973324405e-39,83.90922175535088
LIMS2,ILMN_1760493,"Homo sapiens LIM and senescent cell antigen-like domains 2 (LIMS2), mRNA.",,,metal ion binding [goid 46872] [evidence IEA]; zinc ion binding [goid 8270] [evidence IEA],2,128112587-128112636,2q14.3e,-,NM_017980.2,55679,LIMS2,-2.2959012175970903,7.881177965995542,-20.690829306199795,3.259219656351474e-41,8.699437671781982e-39,83.3637875371196
HSPB2,ILMN_1671046,"Homo sapiens heat shock 27kDa protein 2 (HSPB2), mRNA.",cytosol [goid 5829] [pmid 9490724] [evidence TAS],protein folding [goid 6457] [evidence IEA]; response to unfolded protein [goid 6986] [pmid 9344664] [evidence NAS],enzyme activator activity [goid 8047] [pmid 9490724] [evidence TAS]; protein binding [goid 5515] [pmid 14594798] [evidence IPI],11,111289806-111289829:111289830-111289855,11q23.1b,+,NM_001541.2,3316,HSPB2,-2.0722692554167095,7.7171086989625035,-20.673847988829497,3.5185439796633794e-41,9.208401178894794e-39,83.2876036484548
OLFML1,ILMN_1776151,"Homo sapiens olfactomedin-like 1 (OLFML1), mRNA.",,,,11,7489027-7489076,11p15.4b,+,NM_198474.2,283298,OLFML1,-2.084897786962836,8.508947132719907,-20.672223222486924,3.5444192374498823e-41,9.208401178894794e-39,83.28031249251377
RSPO1,ILMN_1682937,"Homo sapiens R-spondin homolog (Xenopus laevis) (RSPO1), transcript variant 2, mRNA.",,electron transport [goid 6118] [evidence IEA],electron transporter activity [goid 5489] [evidence IEA]; iron ion binding [goid 5506] [evidence IEA],1,37849704-37849753,1p34.3c-p34.3b,-,NM_173640.1,284654,RSPO1,-1.732341720226061,5.849169164695981,-20.59360452172884,5.054635373641552e-41,1.2959153980974426e-38,82.92711168419906
HEG1,ILMN_1666122,"PREDICTED: Homo sapiens HEG homolog 1 (zebrafish) (HEG1), mRNA.",,,,3,126167785-126167834,3q21.2b,-,XM_087386.8,57493,HEG1,-2.262553517456495,8.850034708785719,-20.586709218895482,5.214649360358293e-41,1.3195771790465108e-38,82.89609671335785
TGFBR3,ILMN_1784287,"Homo sapiens transforming growth factor, beta receptor III (TGFBR3), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [pmid 1333192] [evidence TAS],development [goid 7275] [pmid 10092230] [evidence TAS]; signal transduction [goid 7165] [pmid 1333192] [evidence NAS]; transforming growth factor beta receptor signaling pathway [goid 7179] [pmid 10092230] [evidence TAS],receptor activity [goid 4872] [evidence IEA]; glycosaminoglycan binding [goid 5539] [pmid 1333192] [evidence TAS],1,91920750-91920799,1p22.2a-p22.1e,-,NM_003243.2,7049,TGFBR3,-2.529055075336874,9.53613280441507,-20.58214018529859,5.323477293451248e-41,1.329845577729456e-38,82.87554195477925
C1QR1,ILMN_1704730,"Homo sapiens complement component 1, q subcomponent, receptor 1 (C1QR1), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [pmid 9047234] [evidence IC ],macrophage activation [goid 42116] [pmid 9047234] [evidence NAS]; phagocytosis [goid 6909] [pmid 11781389] [evidence NAS]; cell-cell adhesion [goid 16337] [pmid 11994479] [evidence IDA],calcium ion binding [goid 5509] [evidence IEA]; complement component C1q binding [goid 1849] [pmid 11781389] [evidence IDA]; protein binding [goid 5515] [pmid 15819698] [evidence IPI]; receptor activity [goid 4872] [pmid 9047234] [evidence NAS]; sugar binding [goid 5529] [evidence IEA],20,23008359-23008408,20p11.21c,-,NM_012072.2,22918,C1QR1,-2.3811334422559725,11.153709995343027,-20.5497648139521,6.16296434502686e-41,1.5200678514284604e-38,82.72981887858012
